"DATE","TITLE","ACTIVITY"
"Jan 14, 2017 07:56","Part 2i - Summary of Contributions and Transfers Received",""

SUMMARY_DATA
"Client_id","Registered_association","Fiscal_period","Total_monetary_contributions-Contributions_from_individuals","Total_non-monetary_contributions-Contributions_from_individuals","Total_contributions-Contributions_from_individuals","Total_number_of_contributors-Contributions_from_individuals","Total_monetary_contributions-Contributions_from_corporations","Total_non-monetary_contributions-Contributions_from_corporations","Total_contributions-Contributions_from_corporations","Total_number_of_contributors-Contributions_from_corporations","Total_monetary_contributions-Contributions_from_trade_unions","Total_non-monetary_contributions-Contributions_from_trade_unions","Total_contributions-Contributions_from_trade_unions","Total_number_of_contributors-Contributions_from_trade_unions","Total_monetary_contributions-Contributions_from_associations","Total_contributions-Contributions_from_associations","Total_number_of_contributors-Contributions_from_associations","Total_monetary_contributions-Total_of_all_contributions","Total_non-monetary_contributions-Total_of_all_contributions","Total_contributions-Total_of_all_contributions","Total_number_of_contributions-Total_of_all_contributions","Total_monetary_transfers-Transfers_received_from_registered_parties","Total_non-monetary_transfers-Transfers_received_from_registered_parties","Total_transfers-Transfers_received_from_registered_parties","Total_monetary_transfers-Transfers_received_from_registered_associations","Total_non-monetary_transfers-Transfers_received_from_registered_associations","Total_transfers-Transfers_received_from_registered_associations","Total_monetary_transfers-Transfers_received_from_candidates","Total_non-monetary_transfers-Transfers_received_from_candidates","Total_transfers-Transfers_received_from_candidates","Total_monetary_transfers-Transfers_received_from_leadership_contestants","Total_transfers-Transfers_received_from_leadership_contestants","Total_monetary_transfers-Transfers_received_from_nomination_contestants","Total_transfers-Transfers_received_from_nomination_contestants","Total_monetary_transfers-Total_transfers_received","Total_non-monetary_transfers-Total_transfers_received","Total_transfers-Total_transfers_received","Total_monetary_contributions_and_transfers-Grand_total_of_Contributions_and_Transfers_Received","Total_non-monetary_contributions_and_transfers-Grand_total_of_Contributions_and_Transfers_Received","Total_contributions_and_transfers-Grand_total_of_Contributions_and_Transfers_Received"
"10374","South Surrey--White Rock--Cloverdale Conservative Association","2006","19166.25","0","19166.25","120","225","0","225","2","0","0","0","0","0","0","0","19391.25","0","19391.25","122","21775.2","0","21775.2","0","0","0","68660.3","0","68660.3","0","0","0","0","90435.5","0","90435.5","109826.75","0","109826.75"
"3321","South Surrey--White Rock--Cloverdale Federal Liberal Association","2004","3075","","3075","8","7500","","7500","9","","","0","0","","","0","10575","0","10575","17","4555","","4555","375","","375","2910","","2910","","0","","0","7840","0","7840","18415","0","18415"
"7051","South Surrey--White Rock--Cloverdale Federal Liberal Association","2005","1900.17","","1900.17","36","265.14","","265.14","5","","","0","0","","","0","2165.31","0","2165.31","41","3292","","3292","","","0","20696.52","","20696.52","","0","","0","23988.52","0","23988.52","26153.83","0","26153.83"
"10785","South Surrey--White Rock--Cloverdale Federal Liberal Association","2006","2731.76","","2731.76","26","1201.28","","1201.28","2","","","","","","","","3933.04","","3933.04","28","3704","","3704","","","","","","","","","","","3704","","3704","7637.04","","7637.04"
"3004","South Surrey--White Rock--Cloverdale Federal NDP Riding Association","2004","12753.23","1815","14568.23","301","","","","","","","","","","","","12753.23","1815","14568.23","301","735.29","","735.29","","","","5831.78","","5831.78","","","","","6567.07","","6567.07","19320.3","1815","21135.3"
"6347","South Surrey--White Rock--Cloverdale Federal NDP Riding Association","2005","6815.05","","6815.05","49","","","","","","","","","","","","6815.05","","6815.05","49","2461.34","","2461.34","","","","2013.31","","2013.31","","","","","4474.65","","4474.65","11289.7","","11289.7"
"10084","South Surrey--White Rock--Cloverdale Federal NDP Riding Association","2006","74.85","","74.85","6","","","","","","","","","80","80","","","","154.85","","","","","","","","","","","","","","","","","","","","154.85"
"2803","St. Catharines Conservative Association","2004","17261.53","","17261.53","182","2792.39","","2792.39","5","","","","","","","","20053.92","","20053.92","187","1299.5","","1299.5","3000","","3000","","","","","","","","4299.5","","4299.5","24353.42","","24353.42"
"6666","St. Catharines Conservative Association","2005","50739.97","","50739.97","269","11200","","11200","19","","","0","0","","","0","61939.97","0","61939.97","288","","","0","","","0","6907.28","","6907.28","","0","","0","6907.28","0","6907.28","68847.25","0","68847.25"
"10401","St. Catharines Conservative Association","2006","41017.17","0","41017.17","260","6300","0","6300","14","0","0","0","0","0","0","0","47317.17","0","47317.17","274","4070.13","0","4070.13","0","0","0","15785.14","0","15785.14","0","0","0","0","19855.27","0","19855.27","67172.44","0","67172.44"
"3656","St. Catharines Federal Green Party of Canada Association","2004","1910","","1910","8","","","","","","","","","","","","1910","","1910","8","","","","","","","90","","90","","","","","90","","90","2000","","2000"
"6977","St. Catharines Federal Green Party of Canada Association","2005","600","","600","4","","","","","","","","","","","","600","","600","4","283.22","","283.22","","","","99.06","","99.06","","","","","","","","382.28","","382.28"
"10711","St. Catharines Federal Green Party of Canada Association","2006","1120","","","","","","","","","","","","","","","1120","","","","1529.47","","","","","","","","","","","","","1529.47","","","2649.47","",""
"3442","St. Catharines Federal Liberal Association","2004","18133.59","","18133.59","174","6348.46","","6348.46","24","","","","","","","","24482.05","","24482.05","198","10523.58","","10523.58","","","","3964.6","","3964.6","","","","","14488.18","","14488.18","38970.23","","38970.23"
"6179","St. Catharines Federal Liberal Association","2005","22417.42","","22417.42","209","13318.25","","13318.25","39","","","0","0","","","0","35735.67","0","35735.67","248","","","0","869.3","","869.3","10500.04","","10500.04","","0","","0","11369.34","0","11369.34","47105.01","0","47105.01"
"9916","St. Catharines Federal Liberal Association","2006","18876.8","","18876.8","179","6260.04","","6260.04","21","","","","","","","","25136.84","","25136.84","200","767.45","","767.45","","","","14873.09","","14873.09","","","","","15640.54","","15640.54","40777.38","","40777.38"
"3105","St. Catharines Federal NDP Riding Association","2004","2570","","2570","23","","","0","0","","","0","0","","","0","2570","0","2570","23","","","0","","","0","","","0","","0","","0","0","0","0","2570","0","2570"
"6338","St. Catharines Federal NDP Riding Association","2005","807","","807","5","","","","","","","","","","","","807","","807","5","2672.47","","2672.47","","","","","","","","","","","2672.47","","2672.47","3479.47","","3479.47"
"10075","St. Catharines Federal NDP Riding Association","2006","3065","0","3065","59","0","0","0","0","0","0","0","0","0","0","0","3065","0","3065","59","1000","0","1000","0","0","0","540.64","0","540.64","0","0","0","0","1540.64","0","1540.64","4605.64","0","4605.64"
"2907","St. John's East Conservative Association","2004","","","","","500","","500","1","","","","","","","","500","","500","1","7432.19","","7432.19","","","","","","","","","","","7432.19","","7432.19","7932.19","","7932.19"
"6792","St. John's East Conservative Association","2005","850","","850","4","1500","575","2075","5","","","0","0","","","0","2350","575","2925","9","","","0","","","0","","","0","","0","","0","0","0","0","2350","575","2925"
"10527","St. John's East Conservative Association","2006","1737","","1737","4","250","","250","1","","","","","","","","1987","","1987","5","1146.5","","1146.5","250","","250","6052.98","","6052.98","","","","","7449.48","","7449.48","9436.48","","9436.48"
"3579","St. John's East Federal Liberal Association","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6396","St. John's East Federal Liberal Association","2005","1225","","1225","17","100","","100","1","","","","","","","","1325","","1325","18","","","","","","","","","","","","","","","","","1325","","1325"
"10133","St. John's East Federal Liberal Association","2006","70238.24","","70238.24","180","12335.31","","12335.31","54","0","","","","","","","82573.55","","82573.55","234","650","","650","","","","","","","","","","","650","","650","83223.55","","83223.55"
"3226","St. John's East Federal NDP Riding Association","2004","3150","","3150","85","200","","200","1","","","0","0","","","0","3350","0","3350","86","","","0","","","0","250","","250","","0","","0","250","0","250","3600","0","3600"
"6509","St. John's East Federal NDP Riding Association","2005","3381.5","","3381.5","253","","","0","0","","","0","0","","","0","3381.5","0","3381.5","253","1998","","1998","","","0","121.49","","121.49","","0","","0","2119.49","0","2119.49","5500.99","0","5500.99"
"10246","St. John's East Federal NDP Riding Association","2006","700","0","700","4","0","0","0","0","0","0","0","0","0","0","0","700","0","700","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","700","0","700"
"3936","St. John's South--Mount Pearl Conservative Association","2004","","","","0","","","","","","","","","","","","","","","","1108","","1108","","","","","","","","","","","","","","1108","","1108"
"7021","St. John's South--Mount Pearl Conservative Association","2005","1550","","1550","8","","","","","","","","","","","","1550","","1550","8","874.42","","874.42","","","","","","","","","","","874.42","","874.42","2424.42","","2424.42"
"10755","St. John's South--Mount Pearl Conservative Association","2006","815.58","","815.58","44","143.4","","143.4","4","","","","","","","","958.98","","958.98","48","519.5","","519.5","","","","","","","","","","","519.5","","519.5","1478.48","","1478.48"
"3580","St. John's South--Mount Pearl Federal Liberal Association","2004","1975","","1975","","5750","","5750","","","","","","","","","7725","","7725","","79.09","","79.09","","","","","","","","","","","79.09","","79.09","7804.09","0","7804.09"
"6391","St. John's South--Mount Pearl Federal Liberal Association","2005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10128","St. John's South--Mount Pearl Federal Liberal Association","2006","","","","","","","","","","","","","","","","","","","","650","","650","","","","2113.73","","2113.73","","","","","2763.73","0","2763.73","2763.73","","2763.73"
"3227","St. John's South--Mount Pearl Federal NDP Riding Association","2004","103.52","","103.52","11","","","0","0","","","0","0","","","0","103.52","0","103.52","11","","","0","","","0","7950","","7950","","0","","0","7950","0","7950","8053.52","0","8053.52"
"6480","St. John's South--Mount Pearl Federal NDP Riding Association","2005","","","","","","","","","","","","","","","","","","","","4143.8","","4143.8","","","","","","","","","","","4143.8","","4143.8","4143.8","","4143.8"
"10217","St. John's South--Mount Pearl Federal NDP Riding Association","2006","","","","","","","","","","","","","","","","","","","","2025.3","","2025.3","","","","","","","","","","","2025.3","","2025.3","2025.3","","2025.3"
"2804","St. Paul's Conservative Association","2004","19295.08","","19295.08","35","1851","","1851","4","","","","","","","","21146.08","","21146.08","39","42966.55","","42966.55","153.56","","153.56","","","","","","","","43120.11","","43120.11","64266.19","","64266.19"
"6915","St. Paul's Conservative Association","2005","99486.57","","99486.57","207","14081.01","","14081.01","22","","","0","0","","","0","113567.58","0","113567.58","229","","","0","","","0","59345.87","","59345.87","","0","","0","59345.87","0","59345.87","172913.45","0","172913.45"
"10650","St. Paul's Conservative Association","2006","68751.01","0","68751.01","118","5416.1","0","5416.1","8","500","0","500","1","0","0","0","74667.11","0","74667.11","127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74667.11","0","74667.11"
"2976","St. Paul's Federal Green Party Association","2004","8378.75","","8378.75","128","490","","490","3","","","","","","","","8868.75","","8868.75","131","","","","200","","200","1332.41","644.9","1977.31","","","","","1532.41","644.9","2177.31","10401.16","644.9","11046.06"
"6573","St. Paul's Federal Green Party Association","2005","1909.75","","1909.75","5","661","","661","2","","","0","0","","","0","2570.75","0","2570.75","7","100","","100","","","0","","","0","","0","","0","100","0","100","2670.75","0","2670.75"
"10308","St. Paul's Federal Green Party Association","2006","630","","630","5","300","","300","1","","","0","0","","","0","930","0","930","6","","","0","","","0","","","0","","0","","0","0","0","0","930","0","930"
"3435","St. Paul's Federal Liberal Association","2004","37154.92","","37154.92","109","3741.41","","3741.41","13","","","0","0","","","0","40896.33","0","40896.33","122","25628.3","","25628.3","","","0","4500","","4500","","0","","0","30128.3","0","30128.3","71024.63","0","71024.63"
"6180","St. Paul's Federal Liberal Association","2005","48823.5","","48823.5","185","6175.38","","6175.38","14","","","0","0","","","0","54998.88","0","54998.88","199","14937","","14937","","","0","16618.05","","16618.05","","0","","0","31555.05","0","31555.05","86553.93","0","86553.93"
"9917","St. Paul's Federal Liberal Association","2006","29733.5","0","29733.5","59","1750","0","1750","3","0","0","0","0","0","0","0","31483.5","0","31483.5","62","12993","0","12993","0","0","0","0","0","0","0","0","0","0","12993","0","12993","44476.5","0","44476.5"
"3106","St. Paul's Federal NDP Riding Association","2004","15035","","15035","52","810","","810","3","","","0","0","","","0","15845","0","15845","55","320","","320","","","0","","","0","","0","","0","320","0","320","16165","0","16165"
"6324","St. Paul's Federal NDP Riding Association","2005","18665","","18665","71","","","0","0","","","0","0","","","0","18665","0","18665","71","11659","","11659","","","0","","","0","","0","","0","11659","0","11659","30324","0","30324"
"10061","St. Paul's Federal NDP Riding Association","2006","600","","600","3","","","0","0","","","0","0","","","0","600","0","600","3","2244","","2244","","","0","710.63","6054.5","6765.13","","0","","0","2954.63","6054.5","9009.13","3554.63","6054.5","9609.13"
"4781","Stoney Creek Federal Liberal Association","2004","2305","","2305","2000","","","","","","","","","","","","2305","","2305","2000","","","","","","","","","","","","","","","","","2305","","2305"
"2783","Stormont--Dundas--South Glengarry Conservative Association","2004","14260","","14260","120","1400","","1400","6","","","","","","","","15660","","15660","126","3964.78","","3964.78","","","","13000","","13000","","","","","16964.78","","16964.78","32624.78","","32624.78"
"6686","Stormont--Dundas--South Glengarry Conservative Association","2005","28215.12","1511.55","29726.67","290","2685.76","","2685.76","13","","","","","","","","30900.88","1511.55","32412.43","303","11367.97","","11367.97","","","","22945","","22945","","","","","34312.97","","34312.97","65213.85","1511.55","66725.4"
"10421","Stormont--Dundas--South Glengarry Conservative Association","2006","4025","","4025","25","100","","100","1","","","0","0","","","0","4125","0","4125","26","12666.23","","12666.23","","","0","55191.45","","55191.45","","0","","0","67857.68","0","67857.68","71982.68","0","71982.68"
"3420","Stormont--Dundas--South Glengarry Federal Liberal Association","2004","13470","","13470","96","6875","","6875","33","","","","","180","180","1","20525","","20525","130","","","","","","","","","","","","","","","","","20525","","20525"
"6181","Stormont--Dundas--South Glengarry Federal Liberal Association","2005","8015.65","","8015.65","110","1725","","1725","7","","","","","","","","9740.65","","9740.65","117","","","","","","","11897.9","","77897.9","","","","","11897.9","","11897.9","21638.55","","21638.55"
"9918","Stormont--Dundas--South Glengarry Federal Liberal Association","2006","5101.32","","5101.32","7","571.78","","571.78","2","","","","","","","","5673.1","","5673.1","9","180","","180","","","","","","","","","","","180","","180","5853.1","","5853.1"
"3107","Stormont--Dundas--South Glengarry Federal NDP Riding Association","2004","3550","","3550","8","","","0","0","","","0","0","","","0","3550","0","3550","8","","","0","","","0","679.68","1250","1929.68","","0","","0","679.68","1250","1929.68","4229.68","1250","5479.68"
"6359","Stormont--Dundas--South Glengarry Federal NDP Riding Association","2005","1835","","1835","8","","","0","0","","","0","0","","","0","1835","0","1835","8","1535.97","","1535.97","","","0","1900","","1900","","0","","0","3435.97","0","3435.97","5270.97","0","5270.97"
"10096","Stormont--Dundas--South Glengarry Federal NDP Riding Association","2006","4850","0","4850","40","0","0","0","0","0","0","0","0","0","0","0","4850","0","4850","40","1000","0","1000","0","0","0","0","2787.5","2787.5","0","0","0","0","1000","2787.5","3787.5","5850","2787.5","8637.5"
"2784","Sudbury Conservative Association","2004","5949","","5949","65","2541","","2541","16","","","","","","","","8490","","8490","81","2619.46","","2619.46","","","","","","","","","","","2619.46","","2619.46","11109.46","","11109.46"
"6758","Sudbury Conservative Association","2005","12700.87","","12700.87","105","1333","275","1608","6","","","","","","","","14033.87","275","14308.87","111","","","","","","","20290.74","","20290.74","","","","","20290.74","","20290.74","34324.61","275","34599.61"
"10493","Sudbury Conservative Association","2006","8515.65","","8515.65","115","1489.04","","1489.04","5","","","","","","","","10004.69","","10004.69","120","2418.9","","2418.9","","","","2000","","2000","","","","","4418.9","","4418.9","14423.59","","14423.59"
"3421","Sudbury Federal Liberal Association","2004","8734.23","","8734.23","98","825","","825","1","","","","","","","","9559.23","","9559.23","99","7514.34","","7514.34","","","","5000","","5000","","","","","12514.34","","12514.34","22073.57","","22073.57"
"6182","Sudbury Federal Liberal Association","2005","7505.24","","7505.24","76","1129.32","","1129.32","3","","","","","","","","8634.56","","8634.56","79","7434","","7434","","","","45080.64","","45080.64","","","","","52514.64","","52514.64","61149.2","","61149.2"
"9919","Sudbury Federal Liberal Association","2006","11552.13","","11552.13","196","1514.01","","1514.01","6","","","","","","","","13066.14","","13066.14","202","6866","","6866","1000","","1000","","","","","","","","7866","","7866","20932.14","","20932.14"
"3094","Sudbury Federal NDP Riding Association","2004","4850","","4850","15","","","0","0","","","0","0","","","0","4850","0","4850","15","","","0","","","0"," -4811.92",""," -4811.92","","0","","0"," -4811.92","0"," -4811.92","38.08","0","38.08"
"6259","Sudbury Federal NDP Riding Association","2005","2049","","2049","12","","","0","0","","","0","0","","","0","2049","0","2049","12","3318.45","","3318.45","2959.53","","2959.53","","","0","","0","","0","6277.98","0","6277.98","8326.98","0","8326.98"
"9996","Sudbury Federal NDP Riding Association","2006","4890","","4890","22","","","","","","","","","","","","4890","","4890","22","","","","","","","3783.06","","3783.06","","","","","3783.06","1620","3703.06","8673","1620","10293.06"
"5997","Sudbury GPC EDA","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7087","Sudbury GPC EDA","2005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10820","Sudbury GPC EDA","2006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7102","Surrey North C.H.P. Riding Association","2005","2605","","","","","","","","","","","","","","","2605","","","","","","","156.17","","","","","","","","","","156.17","","","2761.17","",""
"10835","Surrey North C.H.P. Riding Association","2006","1400","","","10","","","","","","","","","","","","1400","","","10","1371.89","","","","","","1000","","","","","","","2371.89","","","3771.89","",""
"3952","Surrey North Conservative Association","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7031","Surrey North Conservative Association","2005","9300","","9300","32","1125","","1125","3","","","0","0","","","0","10425","0","10425","35","","","0","8000","","8000","","","0","","0","","0","8000","0","8000","18425","0","18425"
"10765","Surrey North Conservative Association","2006","7080.85","0","7080.85","34","500","0","500","1","0","0","0","0","0","0","0","7580.85","0","7580.85","35","0","0","0","6350","0","6350","1036.43","0","1036.43","0","0","0","0","7386.43","0","7386.43","14967.28","0","14967.28"
"3962","Surrey North Federal Liberal Association","2004","","","0","0","","","0","0","","","0","0","","","0","0","0","0","0","120","","120","0","","0","","","0","","0","","0","120","0","120","120","0","120"
"3323","Surrey North Federal Liberal Association","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7067","Surrey North Federal Liberal Association","2005","16300","","16300","14","3700","","3700","5","","","0","0","","","0","20000","0","20000","19","115","","115","","","0","","","0","","0","","0","115","0","115","20115","0","20115"
"10801","Surrey North Federal Liberal Association","2006","4275.36","","4275.36","11","3714.72","","3714.72","9","","","","","","","","7990.08","","7990.08","20","100","","100","","","","","","","","","","","100","","100","8090.08","","8090.08"
"3006","Surrey North Federal NDP Riding Association","2004","230.61","73.56","304.17","51","","300","300","1","","","","","","","","230.61","373.56","604.17","52","1095.29","","1095.29","14.53","","14.53","","","","","","","","1109.82","","1109.82","1340.43","373.56","1713.99"
"6315","Surrey North Federal NDP Riding Association","2005","3545","","3545","20","","","0","0","","","0","0","","","0","3545","0","3545","20","5799.04","","5799.04","2000","0","2000","","","0","","0","","0","7799.04","0","7799.04","11344.04","0","11344.04"
"10052","Surrey North Federal NDP Riding Association","2006","3431","0","3431","73","215","0","215","3","0","0","0","0","0","0","0","3646","0","3646","76","10003.83","0","10003.83","0","0","0","0","0","0","0","0","0","0","10003.83","0","10003.83","13649.83","0","13649.83"
"3645","Sydney--Victoria Conservative Association","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6972","Sydney--Victoria Conservative Association","2005","1133.71","","1133.71","22","57.9","","57.9","2","","","0","0","","","0","1191.61","0","1191.61","24","1381.5","","1381.5","","","0","6243.27","","6243.27","","0","","0","7624.77","0","7624.77","8816.38","0","8816.38"
"10706","Sydney--Victoria Conservative Association","2006","180","","180","3","","","0","0","","","0","0","","","0","180","0","180","3","","","0","","","0","","","0","","0","","0","0","0","0","180","0","180"
"3594","Sydney--Victoria Federal Liberal Association","2004","9991.88","","9991.88","433","2400","","2400","6","","","","","","","","12391.88","","12391.88","439","","","","","","","","","","","","","","","","","12391.88","","12391.88"
"6389","Sydney--Victoria Federal Liberal Association","2005","1450","","1450","5","2200","","2200","6","","","","","","","","3650","","3650","11","","","","10964.77","","10964.77","8624.51","","8624.51","","","","","19589.28","","19589.28","23239.28","","23239.28"
"10126","Sydney--Victoria Federal Liberal Association","2006","1000","","1000","2","","","","","","","","","","","","1000","","1000","2","","","","","","","6723.76","","6723.76","","","","","6723.76","","6723.76","7723.76","","7723.76"
"3208","Sydney--Victoria Federal NDP Riding Association","2004","1943.8","","1943.8","11","","","","","","","","","","","","1943.8","","1943.8","11","","","","","","","2175","","2175","","","","","2175","","2175","4118.8","","4118.8"
"6427","Sydney--Victoria Federal NDP Riding Association","2005","3167.5","","3167.5","27","","","0","0","","","0","0","","","0","3167.5","0","3167.5","27","2932.09","","2932.09","","","0","3784.07","","3784.07","","0","","0","6716.16","0","6716.16","9883.66","0","9883.66"
"10164","Sydney--Victoria Federal NDP Riding Association","2006","","","","","","","","","","","","","","","","","","","","","","","","","","2070.26","","2070.26","","","","","2070.26","","2070.26","2070.26","","2070.26"
"3517","Terrebonne--Blainville Federal Liberal Association","2004","59500","","59500","33","44500","","44500","45","","","0","0","","","0","104000","0","104000","78","","","0","","","0","","","0","","0","","0","0","0","0","104000","0","104000"
"6091","Terrebonne--Blainville Federal Liberal Association","2005","","","0","0","","","0","0","","","0","0","","","0","0","0","0","0","347.5","","347.5","","","0","","","0","","0","","0","347.5","0","347.5","347.5","0","347.5"
"9828","Terrebonne--Blainville Federal Liberal Association","2006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4920.52","0","4920.52","0","0","0","0","4920.52","0","4920.52","4920.52","0","4920.52"
"2949","The Greens of Kamloops--Thompson","2004","","","","","","","","","","","","","","","","","","","","","","","","","","115","","115","","","","","115","","115","115","","115"
"6553","The Greens of Kamloops--Thompson","2005","","","","","","","","","","","","","","","","","","","","","","","","","","115","","115","","","","","115","","115","115","","115"
"10289","The Greens of Kamloops--Thompson","2006","446","","446","145","","","","","","","","","","","","446","","446","145","","","","","","","","","","","","","","","","","446","0","446"
"7119","The Guelph Riding Association of the Christian Heritage Party","2005","1270","","","17","","","","","","","","","","","","1270","","","17","","","","","","","","","","","","","","","","","1270","",""
"10853","The Guelph Riding Association of the Christian Heritage Party","2006","265","","265","9","","","","","","","","","","","","265","","265","9","","","","","","","782.97","","782.97","","","","","782.97","","782.97","1047.97","","1047.97"
"10875","The South Surrey--White Rock PMP Electoral District Association","2006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2785","Thornhill Conservative Association","2004","36881","","36881","79","8668.18","","8668.18","13","","","","","","","","45549.18","","45549.18","92","8696.9","","8696.9","","","","1000","","1000","","","","","9696.9","","9696.9","55246.08","","55246.08"
"6691","Thornhill Conservative Association","2005","3234.01","","3234.01","60","4000","","4000","4","","","0","0","","","0","7234.01","0","7234.01","64","","","0","","","0","14098.82","","14098.82","","0","","0","14098.82","0","14098.82","21332.83","0","21332.83"
"10426","Thornhill Conservative Association","2006","","","","","","","","","","","","","","","","","","","","2618.8","","2618.8","","","","6132.22","","6132.22","","","","","8751.02","","8751.02","8751.02","","8751.02"
"2955","Thornhill Federal Green Party Association","2004","810","","810","10","","","","","","","","","","","","810","","810","10","","","","","","","","","","","","","","","","","810","","810"
"6532","Thornhill Federal Green Party Association","2005","400","","400","6","","","0","0","","","0","0","","","0","400","0","400","6","300.09","","300.09","","","0","","","0","","0","","0","300.09","0","300.09","700.09","0","700.09"
"10269","Thornhill Federal Green Party Association","2006","1205","","1205","6","","","","","","","","","","","","1205","","1205","6","738.66","","738.66","","","","21.4","","21.4","","","","","760.06","","760.06","1965.06","","1965.06"
"3422","Thornhill Federal Liberal Association","2004","16497.26","","","","29548.91","","","","","","","","","","","46046.17","","","","4797.5","","","","","","","","","","","","","4797.5","","","50843.67","",""
"6306","Thornhill Federal Liberal Association","2005","13794.85","","","","27287.9","","","","","","","","","","","","","","","12865.68","","","","","","","","","","","","","","","","53948.43","",""
"10043","Thornhill Federal Liberal Association","2006","7068","","7068","9","3150","","3150","6","","","","","","","","10218","","10218","15","14385.65","","14385.65","","","","8850","","8850","","","","","23235.65","","23235.65","33453.65","","33453.65"
"5992","Thornhill Federal NDP Riding Association","2004","","","0","0","","","0","0","","","0","0","","","0","0","0","0","0","80","","80","","","0","","","0","","0","","0","80","0","80","80","0","80"
"7078","Thornhill Federal NDP Riding Association","2005","","","0","0","","","0","0","","","0","0","","","0","0","0","0","0","","","0","","","0","","","0","","0","","0","0","0","0","0","0","0"
"10812","Thornhill Federal NDP Riding Association","2006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1833.11","0","1833.11","0","0","0","0","1833.11","0","1833.11","1833.11","0","1833.11"
"2786","Thunder Bay--Rainy River Conservative Association","2004","2420.15","","2420.15","66","1000","","1000","1","","","","","","","","3420.15","","3420.15","67","3047.66","","3047.66","6929.44","","6929.44","4600","","4600","","","","","14577.1","","14577.1","17997.25","","17997.25"
"6867","Thunder Bay--Rainy River Conservative Association","2005","9356.16","","9356.16","194","1200","","1200","3","","","0","0","","","0","10556.16","0","10556.16","197","1395","","1395","","","0","20994.63","","20994.63","","0","","0","22389.63","0","22389.63","32945.79","0","32945.79"
"10602","Thunder Bay--Rainy River Conservative Association","2006","7831.7","","7831.7","191","1769.4","","1769.4","15","","","0","0","","","0","9601.1","0","9601.1","206","4213","","4213","","","0","","","0","","0","","0","4213","0","4213","13814.1","0","13814.1"
"3423","Thunder Bay--Rainy River Federal Liberal Association","2004","1550","","1550","5","","","","","","","","","","","","1550","","1550","5","3595","","3595","4736","","4736","500","","500","","","","","8831","","8831","10381","","10381"
"6307","Thunder Bay--Rainy River Federal Liberal Association","2005","1420","","1420","5","550","","550","3","","","","","","","","1970","","1970","8","2990","","2990","","","","","","","","","","","2990","","2990","4960","","4960"
"10044","Thunder Bay--Rainy River Federal Liberal Association","2006","1492","","","","","","","","","","","","","","","1492","","","","3165","","","","","","","","","","","","","3165","","","4657","",""
"3085","Thunder Bay--Rainy River Federal NDP Riding Association","2004","6935","886","7821","54","400","595","995","4","","","0","0","","","0","7335","1481","8816","58","765","","765","195.46","","195.46","","","0","","0","","0","960.46","0","960.46","8295.46","1481","9776.46"
"6551","Thunder Bay--Rainy River Federal NDP Riding Association","2005","14450","","14450","97","","","0","0","","","0","0","","","0","14450","0","14450","97","4474.56","","4474.56","","","0","","","0","","0","","0","4474.56","0","4474.56","18924.56","0","18924.56"
"10287","Thunder Bay--Rainy River Federal NDP Riding Association","2006","6931","225","7156","57","0","0","0","0","0","0","0","0","0","0","0","6931","225","7156","57","1160","0","1160","2286.8","0","2286.8","1176.27","4932.84","6109.11","0","0","0","0","4623.07","4932.84","9555.91","11554.07","5157.84","16711.91"
"7093","Thunder Bay--Rainy River Greens","2005","205","","205","2","","","0","0","","","0","0","","","0","205","0","205","2","","","0","","","0","","","0","","0","","0","0","0","0","205","0","205"
"10826","Thunder Bay--Rainy River Greens","2006","220","","220","1","","","","","","","","","","","","220","","220","1","858.6","212.5","1071.1","","","","","","","","","","","858.6","212.5","1071.1","1078.6","212.5","1291.1"
"2787","Thunder Bay--Superior North Conservative Association","2004","2619","","2619","65","657","","657","7","","","","","","","","3276","","3276","72","2345.89","","2345.89","1960.36","","1960.36","","","","","","","","4306.25","","4306.25","7582.25","","7582.25"
"6782","Thunder Bay--Superior North Conservative Association","2005","3218","","3218","40","994","","994","14","","","0","0","","","0","4212","0","4212","54","361","","361","","","0","19152.65","","19152.65","","0","","0","19513.65","0","19513.65","23725.65","0","23725.65"
"10517","Thunder Bay--Superior North Conservative Association","2006","100","","100","1","","","0","0","","","0","0","","","0","100","0","100","1","2761.5","","2761.5","2500.74","","2500.74","22278.36","","22278.36","","0","","0","27540.6","0","27540.6","27640.6","0","27640.6"
